,number,title,isSolved,level,attempt
0,1271,엄청난 부자2,True,1,12735
1,1330,두 수 비교하기,True,1,133054
2,2338,긴자리 계산,True,1,10223
3,2420,사파리월드,True,1,15947
4,2438,별 찍기 - 1,True,1,131022
5,2475,검증수,True,1,32722
6,2738,행렬 덧셈,True,1,15201
7,2739,구구단,True,1,137916
8,2741,N 찍기,True,1,115776
9,2743,단어 길이 재기,False,1,23308
10,2744,대소문자 바꾸기,False,1,11408
11,2753,윤년,True,1,120647
12,2754,학점계산,False,1,11241
13,3003,"킹, 퀸, 룩, 비숍, 나이트, 폰",False,1,38859
14,4101,크냐?,False,1,12843
15,4999,아!,False,1,8142
16,5337,웰컴,False,1,12606
17,5338,마이크로소프트 로고,False,1,14709
18,5339,콜센터,False,1,10709
19,5522,카드 게임,False,1,11270
20,5597,과제 안 내신 분..?,False,1,24196
21,7287,등록,True,1,46778
22,8393,합,True,1,119311
23,9086,문자열,False,1,11071
24,9498,시험 성적,True,1,141510
25,9653,스타워즈 로고,False,1,11386
26,9654,나부 함대 데이터,False,1,9910
27,10171,고양이,True,1,130170
28,10172,개,True,1,128458
29,10430,나머지,True,1,135595
30,10699,오늘 날짜,True,1,18764
31,10757,큰 수 A+B,False,1,34082
32,10807,개수 세기,False,1,26528
33,10809,알파벳 찾기,True,1,74373
34,10869,사칙연산,True,1,152820
35,10871,X보다 작은 수,True,1,107247
36,10872,팩토리얼,True,1,62516
37,11382,꼬마 정민,False,1,15634
38,11654,아스키 코드,True,1,83218
39,11718,그대로 출력하기,True,1,38032
40,11942,고려대는 사랑입니다,False,1,13371
41,13277,큰 수 곱셈,False,1,5816
42,14581,팬들에게 둘러싸인 홍준,False,1,3791
43,14645,와이버스 부릉부릉,False,1,8343
44,14652,나는 행복합니다~,False,1,5477
45,14681,사분면 고르기,True,1,101170
46,14928,큰 수 (BIG),False,1,4502
47,15727,조별과제를 하려는데 조장이 사라졌다,False,1,6154
48,15733,나는 누구인가,False,1,7646
49,15962,새로운 시작,False,1,7721
50,15964,이상한 기호,True,1,8939
51,16170,오늘의 날짜는?,False,1,5703
52,16394,홍익대학교,False,1,8348
53,16430,제리와 톰,False,1,7391
54,17256,달달함이 넘쳐흘러,False,1,4627
55,17295,엔드게임 스포일러,False,1,5806
56,18108,1998년생인 내가 태국에서는 2541년생?!,False,1,61843
57,20492,세금,False,1,5093
58,24262,알고리즘 수업 - 알고리즘의 수행 시간 1,False,1,2972
59,24900,한별 찍기,False,1,3593
60,25083,새싹,False,1,36907
61,25238,가희와 방어율 무시,False,1,2815
62,25304,영수증,False,1,26823
63,25311,UCPC에서 가장 쉬운 문제 번호는?,False,1,2380
64,25314,코딩은 체육과목 입니다,False,1,6636
65,25372,성택이의 은밀한 비밀번호,False,1,2720
66,27294,몇개고?,False,1,1225
67,27433,팩토리얼 2,False,1,790
68,27434,팩토리얼 3,False,1,488
69,1264,모음의 개수,False,2,6696
70,2083,럭비 클럽,False,2,3044
71,2439,별 찍기 - 2,True,2,119469
72,2440,별 찍기 - 3,True,2,49101
73,2480,주사위 세개,False,2,52939
74,2530,인공지능 시계,False,2,12998
75,2742,기찍 N,True,2,107092
76,2752,세수정렬,False,2,15914
77,2845,파티가 끝나고 난 뒤,True,2,11863
78,4299,AFC 윔블던,False,2,3553
79,4470,줄번호,False,2,3446
80,5524,입실 관리,False,2,3046
81,5532,방학 숙제,False,2,8398
82,5543,상근날드,True,2,22614
83,5554,심부름 가는 길,False,2,9910
84,5575,타임 카드,False,2,4367
85,5596,시험 점수,False,2,7868
86,5717,상근이의 친구들,False,2,6543
87,10039,평균 점수,True,2,35607
88,10101,삼각형 외우기,False,2,8391
89,10156,과자,False,2,12244
90,10768,특별한 날,False,2,5013
91,10797,10부제,False,2,13886
92,10808,알파벳 개수,False,2,20619
93,11282,한글,False,2,2076
94,11283,한글 2,False,2,3019
95,11365,!밀비 급일,False,2,7327
96,11720,숫자의 합,True,2,87566
97,11943,파일 옮기기,False,2,5448
98,11945,뜨거운 붕어빵,False,2,4249
99,11948,과목선택,False,2,4376
100,13118,뉴턴과 사과,False,2,1307
101,13866,팀 나누기,False,2,3399
102,14470,전자레인지,False,2,2938
103,14489,치킨 두 마리 (...),False,2,3327
104,14924,폰 노이만과 파리,False,2,3169
105,15552,빠른 A+B,True,2,88178
106,15680,연세대학교,False,2,7110
107,15700,타일 채우기 4,False,2,2563
108,15726,이칙연산,False,2,3011
109,15873,공백 없는 A+B,True,2,3319
110,15921,수찬은 마린보이야!!,False,2,1671
111,16199,나이 계산하기,False,2,2169
112,16204,카드 뽑기,False,2,2329
113,16486,운동장 한 바퀴,False,2,3532
114,17356,욱 제,False,2,1497
115,17362,수학은 체육과목 입니다 2,False,2,3718
116,17388,와글와글 숭고한,False,2,4169
117,19698,헛간 청약,False,2,2322
118,19944,뉴비의 기준은 뭘까?,False,2,3300
119,20499,Darius님 한타 안 함?,False,2,3616
120,23795,사장님 도박은 재미로 하셔야 합니다,False,2,1888
121,23825,SASA 모형을 만들어보자,False,2,2030
122,24263,알고리즘 수업 - 알고리즘의 수행 시간 2,False,2,1361
123,24723,녹색거탑,False,2,1650
124,24883,자동완성,False,2,1850
125,25191,치킨댄스를 추는 곰곰이를 본 임스,False,2,2025
126,25377,빵,False,2,1211
127,25494,단순한 문제 (Small),False,2,1131
128,25591,푸앙이와 종윤이,False,2,820
129,25625,샤틀버스,False,2,799
130,25628,햄버거 만들기,False,2,1240
131,25703,포인터 공부,False,2,860
132,25704,출석 이벤트,False,2,814
133,26068,치킨댄스를 추는 곰곰이를 본 임스 2,False,2,1115
134,27110,특식 배부,False,2,905
135,1085,직사각형에서 탈출,False,3,41876
136,1247,부호,True,3,3162
137,1267,핸드폰 요금,False,3,6817
138,1284,집 주소,False,3,3491
139,1547,공,False,3,7999
140,1598,꼬리를 무는 숫자 나열,False,3,3061
141,1703,생장점,False,3,1226
142,1837,암호제작,False,3,2498
143,2010,플러그,False,3,9142
144,2061,좋은 암호,False,3,1017
145,2441,별 찍기 - 4,True,3,45418
146,2442,별 찍기 - 5,True,3,27872
147,2443,별 찍기 - 6,False,3,19969
148,2444,별 찍기 - 7,False,3,21058
149,2445,별 찍기 - 8,False,3,20167
150,2446,별 찍기 - 9,True,3,25123
151,2455,지능형 기차,False,3,16076
152,2460,지능형 기차 2,False,3,8498
153,2476,주사위 게임,False,3,7596
154,2490,윷놀이,True,3,17266
155,2501,약수 구하기,False,3,12115
156,2506,점수계산,False,3,8049
157,2522,별 찍기 - 12,False,3,14568
158,2523,별 찍기 - 13,True,3,18320
159,2525,오븐 시계,True,3,55240
160,2547,사탕 선생 고창영,False,3,1372
161,2562,최댓값,True,3,90323
162,2566,최댓값,True,3,11021
163,2576,홀수,False,3,13586
164,2588,곱셈,True,3,113060
165,2712,미국 스타일,False,3,1183
166,2720,세탁소 사장 동혁,False,3,5542
167,2721,삼각수의 합,False,3,1538
168,2765,자전거 속도,False,3,761
169,2783,삼각 김밥,False,3,2649
170,2863,이게 분수?,False,3,2336
171,2875,대회 or 인턴,False,3,8989
172,2884,알람 시계,True,3,110930
173,2903,중앙 이동 알고리즘,False,3,3045
174,2914,저작권,False,3,15116
175,2921,도미노,False,3,3582
176,2935,소음,False,3,7844
177,2953,나는 요리사다,False,3,11138
178,2959,거북이,False,3,3226
179,2965,캥거루 세마리,False,3,5061
180,2985,세 수,False,3,2302
181,2991,사나운 개,False,3,1613
182,2997,네 번째 수,False,3,2242
183,3004,체스판 조각,False,3,3204
184,3009,네 번째 점,False,3,25864
185,3029,경고,False,3,2109
186,3034,앵그리 창영,False,3,4440
187,3053,택시 기하학,False,3,20691
188,3058,짝수를 찾아라,False,3,4505
189,3059,등장하지 않는 문자의 합,False,3,2901
190,3460,이진수,False,3,6527
191,4153,직각삼각형,False,3,32751
192,4388,받아올림,False,3,936
193,4435,중간계 전쟁,False,3,1529
194,4458,첫 글자를 대문자로,False,3,4464
195,4493,가위 바위 보?,False,3,2249
196,4504,배수 찾기,False,3,4131
197,4619,루트,False,3,846
198,4690,완전 세제곱,False,3,1702
199,4740,"거울, 오! 거울",False,3,1197
200,4766,일반 화학 실험,False,3,1929
201,4806,줄 세기,False,3,930
202,4880,다음수,False,3,2295
203,4892,숫자 맞추기 게임,False,3,2332
204,5073,삼각형과 세 변,False,3,2837
205,5086,배수와 약수,False,3,17845
206,5217,쌍의 합,False,3,2163
207,5354,J박스,False,3,2522
208,5361,전투 드로이드 가격,False,3,2684
209,5523,경기 결과,False,3,2501
210,5565,영수증,False,3,10420
211,5612,터널의 입구와 출구,False,3,1670
212,5613,계산기 프로그램,False,3,1945
213,5691,평균 중앙값 문제,False,3,1265
214,5692,팩토리얼 진법,False,3,1366
215,5724,파인만,False,3,1456
216,5789,한다 안한다,False,3,1875
217,5893,17배,False,3,3042
218,5988,홀수일까 짝수일까,False,3,4645
219,6131,완전 제곱수,False,3,1676
220,6321,IBM 빼기 1,False,3,2045
221,6322,직각 삼각형의 두 변,False,3,1199
222,6378,디지털 루트,False,3,2113
223,7510,고급 수학,False,3,2135
224,8932,7종 경기,False,3,717
225,9063,대지,False,3,434
226,9085,더하기,False,3,6735
227,9094,수학적 호기심,False,3,2020
228,9295,주사위,False,3,4066
229,9325,얼마?,False,3,5162
230,9366,삼각형 분류,False,3,1057
231,9469,폰 노이만,False,3,1025
232,9493,"길면 기차, 기차는 빨라, 빠른 것은 비행기",False,3,421
233,9501,꿍의 우주여행,False,3,1410
234,9517,아이 러브 크로아티아,False,3,1933
235,9550,아이들은 사탕을 좋아해,False,3,2207
236,9610,사분면,False,3,5149
237,10102,개표,False,3,5318
238,10103,주사위 게임,False,3,5833
239,10162,전자레인지,False,3,14731
240,10178,할로윈의 사탕,False,3,3877
241,10179,쿠폰,False,3,2910
242,10205,헤라클레스와 히드라,False,3,762
243,10250,ACM 호텔,True,3,46477
244,10409,서버,False,3,2385
245,10419,지각,False,3,1748
246,10474,분수좋아해?,False,3,2043
247,10569,다면체,False,3,4605
248,10599,페르시아의 왕들,False,3,1246
249,10707,수도요금,False,3,5430
250,10810,공 넣기,False,3,4751
251,10817,세 수,True,3,50551
252,10818,"최소, 최대",True,3,96036
253,10824,네 수,False,3,9675
254,10833,사과,False,3,7665
255,10865,친구 친구,False,3,814
256,10984,내 학점을 구해줘,False,3,4722
257,10987,모음의 개수,False,3,6549
258,10990,별 찍기 - 15,False,3,6214
259,10991,별 찍기 - 16,False,3,11406
260,10992,별 찍기 - 17,False,3,10347
261,10995,별 찍기 - 20,False,3,6586
262,11006,남욱이의 닭장,False,3,2710
263,11023,더하기 3,False,3,2892
264,11024,더하기 4,False,3,1834
265,11034,캥거루 세마리2,False,3,1407
266,11109,괴짜 교수,False,3,887
267,11134,쿠키애호가,False,3,1511
268,11312,삼각 무늬 - 2,False,3,688
269,11320,삼각 무늬 - 1,False,3,1063
270,11586,지영 공주님의 마법 거울,False,3,2287
271,11648,지속,False,3,953
272,11719,그대로 출력하기 2,True,3,29105
273,11721,열 개씩 끊어 출력하기,True,3,31708
274,11908,카드,False,3,420
275,11966,2의 제곱인가?,False,3,3075
276,12756,고급 여관,False,3,1359
277,12840,창용이의 시계,False,3,686
278,13223,소금 폭탄,False,3,309
279,13311,행운의 편지,False,3,1233
280,13416,주식 투자,False,3,1122
281,13752,히스토그램,False,3,3462
282,14215,세 막대,False,3,615
283,14264,정육각형과 삼각형,False,3,1704
284,14568,2017 연세대학교 프로그래밍 경시대회,False,3,1137
285,14579,덧셈과 곱셈,False,3,819
286,14592,2017 아주대학교 프로그래밍 경시대회 (Small),False,3,682
287,14656,조교는 새디스트야!!,False,3,2602
288,14720,우유 축제,False,3,2833
289,14909,양수 개수 세기,False,3,1500
290,14913,등차수열에서 항 번호 찾기,False,3,775
291,14920,3n+1 수열,False,3,1940
292,15667,2018 연세대학교 프로그래밍 경진대회,False,3,1706
293,15734,명장 남정훈,False,3,907
294,15780,멀티탭 충분하니?,False,3,1539
295,15781,헬멧과 조끼,False,3,1796
296,15818,오버플로우와 모듈러,False,3,687
297,15820,맞았는데 왜 틀리죠?,False,3,1267
298,15894,수학은 체육과목 입니다,False,3,6919
299,15917,노솔브 방지문제야!!,False,3,1107
300,15923,욱제는 건축왕이야!!,False,3,608
301,15953,상금 헌터,False,3,5616
302,16431,베시와 데이지,False,3,2209
303,16479,컵라면 측정하기,False,3,882
304,16483,접시 안의 원,False,3,800
305,16485,작도하자! - ②,False,3,625
306,16503,괄호 없는 사칙연산,False,3,699
307,16504,종이접기,False,3,880
308,16673,고려대학교에는 공식 와인이 있다,False,3,2458
309,17174,전체 계산 횟수,False,3,900
310,17210,문문문,False,3,654
311,17263,Sort 마스터 배지훈,False,3,1287
312,17350,2루수 이름이 뭐야,False,3,899
313,17450,과자 사기,False,3,674
314,17496,스타후르츠,False,3,3551
315,17618,신기한 수,False,3,1536
316,17944,퐁당퐁당 1,False,3,397
317,17945,통학의 신,False,3,630
318,18127,모형결정,False,3,278
319,18247,겨울왕국 티켓 예매,False,3,1045
320,18856,피드백,False,3,355
321,18883,N M 찍기,False,3,1160
322,19572,가뭄(Small),False,3,570
323,20053,"최소, 최대 2",False,3,1521
324,20361,일우는 야바위꾼,False,3,1288
325,20410,추첨상 사수 대작전! (Easy),False,3,481
326,20540,연길이의 이상형,False,3,1225
327,20944,팰린드롬 척화비,False,3,1000
328,21312,홀짝 칵테일,False,3,774
329,21553,암호 만들기,False,3,314
330,21603,K 2K 게임,False,3,282
331,21866,추첨을 통해 커피를 받자,False,3,938
332,21964,선린인터넷고등학교 교가,False,3,1032
333,22938,백발백준하는 명사수,False,3,859
334,23080,스키테일 암호,False,3,680
335,23303,이 문제는 D2 입니다.,False,3,875
336,23348,스트릿 코딩 파이터,False,3,829
337,23794,골뱅이 찍기 - 정사각형,False,3,769
338,23802,골뱅이 찍기 - 뒤집힌 ㄱ,False,3,692
339,23803,골뱅이 찍기 - ㄴ,False,3,766
340,23804,골뱅이 찍기 - ㄷ,False,3,738
341,23805,골뱅이 찍기 - 돌아간 ㄹ,False,3,530
342,23806,골뱅이 찍기 - ㅁ,False,3,707
343,23808,골뱅이 찍기 - ㅂ,False,3,620
344,23809,골뱅이 찍기 - 돌아간 ㅈ,False,3,446
345,23810,골뱅이 찍기 - 뒤집힌 ㅋ,False,3,518
346,23811,골뱅이 찍기 - ㅌ,False,3,562
347,23812,골뱅이 찍기 - 돌아간 ㅍ,False,3,607
348,23972,악마의 제안,False,3,600
349,24264,알고리즘 수업 - 알고리즘의 수행 시간 3,False,3,1018
350,24265,알고리즘 수업 - 알고리즘의 수행 시간 4,False,3,899
351,24266,알고리즘 수업 - 알고리즘의 수행 시간 5,False,3,875
352,24724,현대모비스와 함께하는 부품 관리,False,3,548
353,25024,시간과 날짜,False,3,319
354,25165,영리한 아리의 포탈 타기,False,3,276
355,25175,두~~부 두부 두부,False,3,539
356,25285,심준의 병역판정검사,False,3,525
357,25286,11월 11일,False,3,439
358,25495,에어팟,False,3,452
359,25629,홀짝 수열,False,3,405
360,25630,팰린드롬 소떡소떡,False,3,486
361,25641,균형 잡힌 소떡소떡,False,3,482
362,25642,젓가락 게임,False,3,392
363,25756,방어율 무시 계산하기,False,3,413
364,25904,안녕 클레오파트라 세상에서 제일가는 포테이토칩,False,3,523
365,25915,연세여 사랑한다,False,3,540
366,25965,미션 도네이션,False,3,417
367,26040,특정 대문자를 소문자로 바꾸기,False,3,241
368,26145,출제비 재분배,False,3,385
369,26264,빅데이터? 정보보호!,False,3,582
370,26645,성장의 비약 선택권,False,3,433
371,27159,노 땡스!,False,3,805
372,27465,소수가 아닌 수,False,3,599
373,1009,분산처리,False,4,16121
374,1075,나누기,False,4,8763
375,1076,저항,True,4,10047
376,1100,하얀 칸,False,4,13554
377,1152,단어의 개수,True,4,74324
378,1159,농구 경기,False,4,7672
379,1173,운동,False,4,2438
380,1212,8진수 2진수,False,4,10948
381,1225,이상한 곱셈,False,4,4671
382,1233,주사위,False,4,2368
383,1252,이진수 덧셈,False,4,2960
384,1297,TV 크기,False,4,5712
385,1333,부재중 전화,False,4,1255
386,1350,진짜 공간,False,4,2443
387,1362,펫,False,4,704
388,1371,가장 많은 글자,False,4,3413
389,1392,노래 악보,False,4,1003
390,1434,책 정리,False,4,838
391,1440,타임머신,False,4,434
392,1453,피시방 알바,False,4,5426
393,1550,16진수,False,4,13964
394,1568,새,False,4,4030
395,1592,영식이와 친구들,False,4,2968
396,1668,트로피 진열,False,4,2658
397,1672,DNA 해독,False,4,905
398,1673,치킨 쿠폰,False,4,2125
399,1681,줄 세우기,False,4,962
400,1712,손익분기점,True,4,54341
401,1718,암호,False,4,1705
402,1731,추론,False,4,1648
403,1773,폭죽쇼,False,4,2268
404,1864,문어 숫자,False,4,1569
405,1871,좋은 자동차 번호판,False,4,1981
406,1919,애너그램 만들기,False,4,4767
407,1942,디지털시계,False,4,486
408,1964,"오각형, 오각형, 오각형…",False,4,4040
409,1977,완전제곱수,False,4,11981
410,2028,자기복제수,False,4,1057
411,2052,지수연산,False,4,734
412,2139,나는 너가 살아온 날을 알고 있다,False,4,465
413,2145,숫자 놀이,False,4,1200
414,2153,소수 단어,False,4,2077
415,2154,수 이어 쓰기 3,False,4,679
416,2231,분해합,False,4,41763
417,2292,벌집,True,4,54590
418,2355,시그마,False,4,4022
419,2386,도비의 영어 공부,False,4,1752
420,2399,거리의 합,False,4,1705
421,2408,큰 수 계산,False,4,274
422,2484,주사위 네개,False,4,2189
423,2495,연속구간,False,4,3026
424,2511,카드놀이,False,4,3574
425,2520,팬케이크 사랑,False,4,199
426,2577,숫자의 개수,True,4,83871
427,2587,대표값2,False,4,14012
428,2592,대표값,False,4,5523
429,2605,줄 세우기,False,4,6329
430,2675,문자열 반복,True,4,71767
431,2702,초6 수학,False,4,3471
432,2704,이진법 시계,False,4,251
433,2711,오타맨 고창영,False,4,4876
434,2745,진법 변환,False,4,7227
435,2747,피보나치 수,False,4,24034
436,2750,수 정렬하기,False,4,63670
437,2756,다트,False,4,268
438,2774,아름다운 수,False,4,2269
439,2789,유학 금지,False,4,5006
440,2798,블랙잭,False,4,50725
441,2804,크로스워드 만들기,False,4,2430
442,2858,기숙사 바닥,False,4,2100
443,2864,5와 6의 차이,False,4,6815
444,2902,KMP는 왜 KMP일까?,False,4,11032
445,2908,상수,True,4,66241
446,2909,캔디 구매,False,4,898
447,2920,음계,False,4,39654
448,2948,2009년,False,4,1406
449,2954,창영이의 일기장,False,4,1943
450,2966,찍기,False,4,1768
451,2979,트럭 주차,False,4,3611
452,2998,8진수,False,4,1977
453,3028,창영마을,False,4,2286
454,3040,백설 공주와 일곱 난쟁이,False,4,7916
455,3052,나머지,True,4,77050
456,3062,수 뒤집기,False,4,2478
457,3076,상근이의 체스판,False,4,1233
458,3181,줄임말 만들기,False,4,710
459,3449,해밍 거리,False,4,1721
460,3595,맥주 냉장고,False,4,299
461,3622,어떤 호박의 할로윈 여행,False,4,155
462,3778,애너그램 거리,False,4,299
463,3943,헤일스톤 수열,False,4,1659
464,4436,엘프의 검,False,4,262
465,4447,좋은놈 나쁜놈,False,4,1065
466,4564,숫자 카드놀이,False,4,884
467,4583,거울상,False,4,380
468,4592,중복을 없애자,False,4,1103
469,4597,패리티,False,4,1034
470,4998,저금,False,4,590
471,5026,박사 과정,False,4,1332
472,5032,탄산 음료,False,4,2883
473,5054,주차의 신,False,4,2464
474,5176,대회 자리,False,4,1856
475,5218,알파벳 거리,False,4,3590
476,5355,화성 수학,False,4,5560
477,5363,요다,False,4,1260
478,5566,주사위 게임,False,4,943
479,5576,콘테스트,False,4,4391
480,5585,거스름돈,True,4,19678
481,5586,JOI와 IOI,False,4,3208
482,5598,카이사르 암호,False,4,5331
483,5618,공약수,False,4,2967
484,5622,다이얼,True,4,51039
485,5656,비교 연산자,False,4,1345
486,5704,팬그램,False,4,1536
487,6246,풍선 놀이,False,4,587
488,6359,만취한 상범,False,4,5675
489,6376,e 계산,False,4,1312
490,6500,랜덤 숫자 만들기,False,4,208
491,6502,동혁 피자,False,4,1328
492,6609,모기곱셈,False,4,324
493,6679,싱기한 네자리 숫자,False,4,2457
494,7489,팩토리얼,False,4,597
495,7567,그릇,False,4,8588
496,7572,간지(干支),False,4,2220
497,7600,문자가 몇갤까,False,4,1057
498,7770,아즈텍 피라미드,False,4,705
499,7789,텔레프라임,False,4,495
500,8320,직사각형을 만드는 방법,False,4,2854
501,8741,이진수 합,False,4,1584
502,8949,대충 더해,False,4,1160
503,8958,OX퀴즈,True,4,83432
504,9046,복호화,False,4,767
505,9070,장보기,False,4,244
506,9076,점수 집계,False,4,3413
507,9226,도깨비말,False,4,675
508,9243,파일 완전 삭제,False,4,1420
509,9253,스페셜 저지,False,4,371
510,9437,사라진 페이지 찾기,False,4,681
511,9546,3000번 버스,False,4,1297
512,10040,투표,False,4,692
513,10093,숫자,False,4,4123
514,10173,니모를 찾아서,False,4,1537
515,10174,팰린드롬,False,4,1278
516,10262,주사위 게임,False,4,396
517,10420,기념일 1,False,4,567
518,10471,공간을 만들어 봅시다,False,4,197
519,10539,수빈이와 수열,False,4,3039
520,10708,크리스마스 파티,False,4,733
521,10801,카드게임,False,4,3570
522,10804,카드 역배치,False,4,4781
523,10811,바구니 뒤집기,False,4,3719
524,10812,바구니 순서 바꾸기,False,4,2057
525,10813,공 바꾸기,False,4,5121
526,10820,문자열 분석,False,4,9071
527,10821,정수의 개수,False,4,4223
528,10822,더하기,False,4,3492
529,10829,이진수 변환,False,4,2845
530,10834,벨트,False,4,1606
531,10864,친구,False,4,1073
532,10870,피보나치 수 5,False,4,48836
533,10874,이교수님의 시험,False,4,1311
534,10988,팰린드롬인지 확인하기,False,4,13281
535,10996,별 찍기 - 21,True,4,10993
536,11091,알파벳 전부 쓰기,False,4,1088
537,11094,꿍 가라사대,False,4,554
538,11098,첼시를 도와줘!,False,4,3999
539,11284,초성 중성 종성,False,4,192
540,11296,가격,False,4,115
541,11531,ACM 대회 채점,False,4,212
542,11665,직육면체 교집합,False,4,138
543,11816,"8진수, 10진수, 16진수",False,4,2712
544,11880,개미,False,4,453
545,11949,번호표 교환,False,4,348
546,12090,초성 변환,False,4,139
547,12353,Dr. Spaceman의 특별한 알고리즘,False,4,140
548,12778,CTP공국으로 이민 가자,False,4,1137
549,12780,원피스,False,4,1021
550,12813,이진수 연산,False,4,1798
551,12836,가계부 (Easy),False,4,446
552,13163,닉네임에 갓 붙이기,False,4,1711
553,13235,팰린드롬,False,4,1453
554,13300,방 배정,False,4,6606
555,13304,방 배정,False,4,1521
556,13410,거꾸로 구구단,False,4,2027
557,13419,탕수육,False,4,762
558,13420,사칙연산,False,4,1345
559,13458,시험 감독,False,4,17138
560,13877,이건 무슨 진법이지?,False,4,304
561,14219,막대과자 포장,False,4,385
562,14471,포인트 카드,False,4,339
563,14487,욱제는 효도쟁이야!!,False,4,1918
564,14491,9진수,False,4,1255
565,14561,회문,False,4,393
566,14563,완전수,False,4,883
567,14593,2017 아주대학교 프로그래밍 경시대회 (Large),False,4,564
568,14623,감정이입,False,4,1909
569,14624,전북대학교,False,4,1246
570,14625,냉동식품,False,4,440
571,14648,쿼리 맛보기,False,4,631
572,14649,문홍안,False,4,373
573,14697,방 배정하기,False,4,3796
574,14710,고장난 시계,False,4,512
575,14723,이산수학 과제,False,4,662
576,14724,관리자는 누구?,False,4,612
577,14726,신용카드 판별,False,4,1086
578,14910,오르막,False,4,1229
579,14914,사과와 바나나 나눠주기,False,4,631
580,14915,진수 변환기,False,4,754
581,15351,인생 점수,False,4,872
582,15596,정수 N개의 합,True,4,59508
583,15701,순서쌍,False,4,294
584,15784,질투진서,False,4,840
585,15813,너의 이름은 몇 점이니?,False,4,1225
586,15814,야바위 대장,False,4,762
587,15969,행복,False,4,4784
588,15995,잉여역수 구하기,False,4,539
589,16172,나는 친구가 적다 (Large),False,4,932
590,16462,''나교수'' 교수님의 악필,False,4,512
591,16497,대출 요청,False,4,228
592,16561,3의 배수,False,4,1381
593,16674,2018년을 되돌아보며,False,4,780
594,16675,두 개의 손,False,4,877
595,16676,근우의 다이어리 꾸미기,False,4,920
596,16916,부분 문자열,False,4,2996
597,16917,양념 반 후라이드 반,False,4,1772
598,16944,강력한 비밀번호,False,4,295
599,17122,체스,False,4,208
600,17173,배수들의 합,False,4,1508
601,17177,내접사각형 만들기,False,4,260
602,17201,자석 체인,False,4,642
603,17249,태보태보 총난타,False,4,1477
604,17273,카드 공장 (Small),False,4,312
605,17293,맥주 99병,False,4,726
606,17389,보너스 점수,False,4,1543
607,17487,타자 연습,False,4,267
608,17502,클레어와 팰린드롬,False,4,653
609,17608,막대기,False,4,5906
610,17826,나의 학점은?,False,4,1025
611,17838,커맨드,False,4,512
612,17946,피자는 나눌 수록 커지잖아요,False,4,337
613,18228,펭귄추락대책위원회,False,4,632
614,18245,이상한 나라의 암호,False,4,465
615,18312,시각,False,4,1037
616,18406,럭키 스트레이트,False,4,3892
617,18795,이동하기 3,False,4,210
618,19532,수학은 비대면강의입니다,False,4,2640
619,19563,개구리 1,False,4,215
620,19946,2의 제곱수 계산하기,False,4,498
621,20001,고무오리 디버깅,False,4,1051
622,20124,모르고리즘 회장님 추천 받습니다,False,4,487
623,20155,우리 집 밑에 편의점이 있는데,False,4,262
624,20299,3대 측정,False,4,1157
625,20494,스시,False,4,327
626,20528,끝말잇기,False,4,1165
627,20953,고고학자 예린,False,4,247
628,21313,문어,False,4,579
629,21567,숫자의 개수 2,False,4,503
630,21734,SMUPC의 등장,False,4,756
631,21756,지우개,False,4,1792
632,21918,전구,False,4,711
633,22341,사각형 면적,False,4,606
634,22864,피로도,False,4,1377
635,22966,가장 쉬운 문제를 찾는 문제,False,4,830
636,23027,1번부터 문제의 상태가…?,False,4,448
637,23037,5의 수난,False,4,2489
638,23055,공사장 표지판,False,4,489
639,23251,스물셋,False,4,548
640,23292,코딩 바이오리듬,False,4,231
641,23320,홍익 절대평가,False,4,427
642,23756,노브 돌리기,False,4,315
643,23813,회전,False,4,413
644,24267,알고리즘 수업 - 알고리즘의 수행 시간 6,False,4,800
645,24510,시간복잡도를 배운 도도,False,4,588
646,24544,카카오뷰 큐레이팅 효용성 분석,False,4,364
647,25177,서강의 역사를 찾아서,False,4,357
648,25205,경로당펑크 2077,False,4,628
649,25305,커트라인,False,4,10642
650,25373,벼락치기,False,4,199
651,25501,재귀의 귀재,False,4,5941
652,25558,내비게이션,False,4,221
653,25576,찾았다 악질,False,4,185
654,25755,거울반사,False,4,216
655,25905,장인은 도구를 탓하지 않는다,False,4,239
656,26041,비슷한 전화번호 표시,False,4,95
657,27160,할리갈리,False,4,765
658,27494,2023년은 검은 토끼의 해,False,4,348
659,27512,스네이크,False,4,301
660,27522,카트라이더: 드리프트,False,4,398
661,1032,명령 프롬프트,True,5,13896
662,1037,약수,False,5,25152
663,1110,더하기 사이클,True,5,95192
664,1145,적어도 대부분의 배수,False,5,4644
665,1157,단어 공부,True,5,68390
666,1236,성 지키기,False,5,3905
667,1259,팰린드롬수,True,5,20740
668,1268,임시 반장 정하기,False,5,2298
669,1292,쉽게 푸는 문제,False,5,12440
670,1296,팀 이름 정하기,False,5,1509
671,1356,유진수,False,5,2192
672,1357,뒤집힌 덧셈,True,5,7865
673,1373,2진수 8진수,False,5,8960
674,1524,세준세비,False,5,497
675,1526,가장 큰 금민수,False,5,3075
676,1546,평균,True,5,86775
677,1551,수열의 변화,False,5,2129
678,1813,논리학 교수,False,5,567
679,1816,암호 키,False,5,577
680,1834,나머지와 몫이 같은 수,False,5,3896
681,1855,암호,False,5,900
682,1894,4번째 점,False,5,144
683,1924,2007년,True,5,33857
684,1934,최소공배수,False,5,26261
685,1952,달팽이2,False,5,1571
